"V1"	"V1"	"V1"	"V1"	"V1"	"V1"
"1"	0.221290301413029	0.161848136040402	0.119878558652362	0.0904273079980763	0.0693323893783704	0.337223306517755
"2"	0.221290301413029	0.161848136040402	0.119878558652362	0.0904273079980763	0.0693323893783704	0.337223306517755
"3"	0.221272415621064	0.16185656779032	0.119886173228123	0.090430748186684	0.0693345506921172	0.337219544481689
"4"	0.222315966375625	0.162732074719743	0.120243664836338	0.0903847429485014	0.0692209412520627	0.335102609867726
"5"	0.222508805300596	0.162879946259415	0.120300376838961	0.0903733789857993	0.0691996146925301	0.334737877922693
"6"	0.222620389341815	0.162965440085273	0.120333142336874	0.0903667856043778	0.0691872722753704	0.334526970356284
"7"	0.222698912721816	0.163025584089032	0.1203561861268	0.0903621408690942	0.0691785861677277	0.334378590025526
"8"	0.222759427012796	0.163071926230595	0.120373939161965	0.0903585593620855	0.0691718919577634	0.334264256274792
"9"	0.222808607653533	0.163109584910021	0.120388364324347	0.0903556475962533	0.0691664513791937	0.334171344136648
"10"	0.222850001189681	0.163141278464376	0.120400503758651	0.0903531962710638	0.0691618721753099	0.334093148140914
"11"	0.222885716891687	0.163168623209764	0.120410976993556	0.0903510808097499	0.0691579210443516	0.334025681050887
"12"	0.22291711081497	0.163192658102677	0.120420182198958	0.0903492210768025	0.0691544479908538	0.333966379815734
"13"	0.222945106105808	0.163214090330826	0.120428390367542	0.0903475624963626	0.0691513509014818	0.333913499797975
"14"	0.222970359414728	0.16323342287913	0.120435794225258	0.0903460662349106	0.06914855713972	0.333865800106249
"15"	0.222993354374953	0.16325102617392	0.120442535696436	0.0903447036834295	0.0691460132067881	0.333822366864469
"16"	0.223014457412951	0.163267180851509	0.120448722297309	0.0903434531615104	0.0691436785686002	0.333782507708115
"17"	0.22303395274502	0.163282104573592	0.120454437413545	0.0903422978498467	0.0691415217848084	0.333745685633183
"18"	0.223052065226411	0.163295969533252	0.120459747009221	0.0903412244399484	0.0691395179814188	0.333711475809745
"19"	0.223068975782971	0.163308914277052	0.120464704157183	0.0903402222219621	0.0691376471438447	0.333679536416983
"20"	0.223084832137722	0.163321051922059	0.120469352187719	0.0903392824504632	0.0691358929303849	0.333649588371649
"21"	0.223099756454283	0.163332476010664	0.120473726931951	0.0903383978924564	0.069134241826736	0.333621400883905
"22"	0.223113850902323	0.163343264773488	0.120477858355164	0.0903375624981997	0.0691326825303557	0.333594780940464
"23"	0.223127201787674	0.16335348429272	0.120481771768808	0.0903367711568874	0.0691312054935961	0.33356956550031
"24"	0.223139882669333	0.163363190889397	0.120485488745114	0.0903360195122386	0.0691298025789012	0.333545615605012
"25"	0.223151956747452	0.163372432952277	0.120489027817758	0.0903353038212012	0.0691284667946479	0.333522811866658
"26"	0.22316347871768	0.163381252357963	0.120492405025905	0.0903346208442186	0.0691271920900174	0.333501050964211
"27"	0.223174496228742	0.163389685587134	0.120495634341836	0.0903339677589637	0.0691259731937524	0.333480242889566
"28"	0.223185051040908	0.163397764611697	0.120498728010792	0.0903333420917772	0.0691248054860078	0.333460308758814
"29"	0.223195179956039	0.16340551760699	0.120501696823799	0.0903327416626123	0.0691236848954649	0.33344117905509
"30"	0.223204915571189	0.163412969528858	0.12050455033873	0.0903321645404252	0.0691226078159661	0.333422792204828
"31"	0.223214286894424	0.163420142585211	0.12050729706094	0.0903316090067194	0.0691215710383887	0.333405093414313
"32"	0.223223319852014	0.163427056624395	0.120509944592027	0.0903310735255155	0.0691205716945399	0.333388033711504
"33"	0.223232037709182	0.163433729457366	0.120512499753244	0.0903305567184419	0.0691196072106097	0.333371569151151
"34"	0.223240461421504	0.163440177126752	0.120514968688557	0.090330057343926	0.0691186752682988	0.333355660150959
"35"	0.223248609930216	0.16344641413297	0.120517356951262	0.0903295742797088	0.0691177737721472	0.333340270933693
"36"	0.223256500411846	0.163452453625365	0.120519669577188	0.0903291065080631	0.0691169008219228	0.33332536905561
"37"	0.223264148490385	0.163458307564655	0.120521911146929	0.0903286531032278	0.0691160546891463	0.333310925005652
"38"	0.223271568418529	0.163463986861711	0.120524085838989	0.0903282132206751	0.0691152337970417	0.333296911863049
"39"	0.223278773233267	0.163469501496672	0.120526197475412	0.0903277860878946	0.0691144367033261	0.333283305003423
"40"	0.223285774890028	0.163474860621658	0.12052824956112	0.090327370996451	0.0691136620853668	0.333270081845371
"41"	0.223292584378846	0.163480072649713	0.12053024531798	0.0903269672951006	0.0691129087273321	0.333257221631022
"42"	0.223299211825362	0.163485145332128	0.120532187714417	0.0903265743838112	0.0691121755090172	0.333244705235259
"43"	0.223305666578963	0.163490085825921	0.120534079491265	0.0903261917085407	0.0691114613960934	0.333232514999213
"44"	0.223311957289977	0.16349490075295	0.120535923184398	0.090325818756664	0.0691107654315678	0.333220634584438
"45"	0.223318091977531	0.163499596251849	0.120537721144633	0.0903254550529545	0.0691100867282782	0.33320904884475
"46"	0.223324078089362	0.163504178023833	0.12053947555526	0.0903251001560399	0.0691094244622735	0.333197743713226
"47"	0.223329922554735	0.163508651373197	0.120541188447567	0.0903247536552685	0.0691087778669628	0.333186706102264
"48"	0.22333563183136	0.163513021243255	0.120542861714593	0.0903244151679291	0.0691081462279211	0.333175923814937
"49"	0.223341211947151	0.163517292248288	0.120544497123366	0.0903240843367773	0.0691075288782732	0.33316538546614
"50"	0.223346668537443	0.163521468702054	0.120546096325828	0.0903237608278309	0.0691069251945746	0.333155080412263
"51"	0.223352006878295	0.16352555464327	0.120547660868589	0.0903234443283965	0.0691063345931273	0.333144998688317
"52"	0.223357231916318	0.163529553858459	0.120549192201677	0.0903231345453024	0.0691057565266802	0.33313513095156
"53"	0.223362348295489	0.163533469902469	0.120550691686396	0.0903228312033109	0.0691051904814628	0.333125468430867
"54"	0.221290301299393	0.161848136085577	0.119878558692561	0.0904273080171026	0.0693323893914615	0.3372233065139
"55"	0.221254664298653	0.161865145601421	0.119893879747795	0.0904342083859225	0.0693367031444597	0.337215398821745
"56"	0.223256900467267	0.163525766851614	0.120567701988777	0.090342872797435	0.0691183989323459	0.333188358962558
"57"	0.22360092468014	0.16378656141215	0.120666900557808	0.0903220298337181	0.0690802886445549	0.332543294871624
"58"	0.223796731689572	0.16393488164334	0.120723278001326	0.0903101368579272	0.0690585941037912	0.332176377704039
"59"	0.223933097670822	0.164038145134824	0.120762518455965	0.090301846125548	0.0690434844282073	0.331920908184629
"60"	0.224037385984295	0.164117104838653	0.120792519001819	0.0902955022974233	0.0690319286488964	0.331725559228908
"61"	0.224121628170778	0.164180880498674	0.120816748178396	0.090290376173188	0.0690225939066353	0.331567773072323
"62"	0.22419217467922	0.16423428406211	0.120837035581344	0.0902860824522589	0.0690147766479206	0.331435646577142
"63"	0.224252782372622	0.164280161600635	0.1208544631282	0.0902823930315682	0.0690080606386205	0.331322139228349
"64"	0.224305855752758	0.16432033439554	0.120869723070506	0.0902791618439619	0.0690021794681619	0.331222745469067
"65"	0.224353025365604	0.16435603735146	0.120883284733725	0.090276289800044	0.0689969524732391	0.331134410275922
"66"	0.224395447081723	0.164388145793387	0.120895480757453	0.0902737066357343	0.0689922515818105	0.331054968149885
"67"	0.224433969609979	0.164417302389137	0.120906555350984	0.0902713607465638	0.0689879827543393	0.330982829148991
"68"	0.224469234193434	0.164443992677522	0.120916693005572	0.0902692131350167	0.0689840749382461	0.330916792050205
"69"	0.224501736946313	0.164468592288967	0.1209260364438	0.0902672336246796	0.0689804731612967	0.330855927534937
"70"	0.224531869447867	0.164491397692901	0.120934698306265	0.0902653983942	0.0689771340339329	0.330799502124829
"71"	0.224559946092911	0.164512646912604	0.120942769024509	0.0902636883153652	0.0689740227188741	0.330746926935732
"72"	0.224586223061384	0.164532533891518	0.120950322280801	0.0902620878002058	0.0689711108292922	0.330697722136795
"73"	0.224610911807726	0.164551218708672	0.120957418890214	0.0902605839810171	0.0689683749341736	0.330651491678191
"74"	0.224634188864148	0.164568835002291	0.120964109621642	0.0902591661143578	0.0689657954720945	0.330607904925462
"75"	0.224656203102556	0.1645854954687	0.120970437287334	0.0902578251394882	0.0689633559465762	0.330566683055339
"76"	0.224677081205817	0.164601296005152	0.120976438317078	0.0902565533456548	0.0689610423198485	0.330527588806445
"77"	0.224696931852673	0.16461631887853	0.120982143962198	0.0902553441175664	0.0689588425491379	0.330490418639889
"78"	0.224715848962497	0.164630635182105	0.120987581229023	0.0902541917380359	0.068956746227134	0.330454996661201
"79"	0.224733914242105	0.164644306763801	0.120992773611516	0.0902530912330541	0.0689547442997855	0.330421169849733
"80"	0.224751199207128	0.16465738775659	0.120997741672739	0.0902520382488231	0.0689528288423193	0.330388804272396
"81"	0.224767766802686	0.164669925805493	0.121002503511022	0.0902510289531538	0.0689509928796582	0.330357782047981
"82"	0.224783672714929	0.164681963060518	0.121007075137208	0.0902500599556673	0.0689492302410904	0.330327998890582
"83"	0.224798966441498	0.16469353698706	0.121011470782532	0.090249128242661	0.0689475354416563	0.330299362104588
"84"	0.224813692172122	0.164704681032558	0.121015703151899	0.0902482311235216	0.0689459035845692	0.330271788935325
"85"	0.224827889518328	0.16471542517891	0.121019783633741	0.0902473661863217	0.0689443302803582	0.330245205202335
"86"	0.224841594122197	0.164725796403318	0.121023722475102	0.0902465312607719	0.0689428115794105	0.330219544159194
"87"	0.224854838167447	0.164735819065178	0.121027528928607	0.0902457243871152	0.0689413439153399	0.330194745536307
"88"	0.224867650811001	0.164745515232787	0.121031211376575	0.0902449437898628	0.0689399240571659	0.330170754732602
"89"	0.224880058549441	0.164754904960741	0.121034777436407	0.0902441878554886	0.0689385490687039	0.330147522129213
"90"	0.224892085531766	0.164764006526687	0.121038234050518	0.0902434551133918	0.0689372162739103	0.330125002503721
"91"	0.224903753827609	0.164772836634361	0.121041587563466	0.0902427442195728	0.068935923227162	0.330103154527823
"92"	0.224915083658307	0.164781410588496	0.121044843788396	0.0902420539425662	0.068934667687649	0.33008194033458
"93"	0.224926093596814	0.164789742446154	0.121048008064529	0.0902413831512717	0.068933447597224	0.330061325143999
"94"	0.224936800741372	0.164797845148181	0.121051085307099	0.0902407308043825	0.068932261061156	0.330041276937804
"95"	0.224947220866946	0.164805730633838	0.12105408005089	0.0902400959411641	0.0689311063313512	0.330021766175806
"96"	0.224957368557759	0.164813409941126	0.121056996488352	0.0902394776733886	0.0689299817916639	0.330002765547705
"97"	0.224967257323681	0.164820893294877	0.121059838503063	0.0902388751782493	0.0689288859450033	0.32998424975512
"98"	0.224976899702769	0.164828190184376	0.121062609699213	0.0902382876921139	0.068927817401967	0.329966195319554
"99"	0.224986307351896	0.164835309431957	0.121065313427659	0.0902377145050115	0.0689267748708008	0.329948580412671
"100"	0.224995491127071	0.164842259253801	0.121067952809021	0.0902371549557388	0.0689257571484953	0.329931384705867
"101"	0.225004461154847	0.164849047313984	0.121070530754215	0.0902366084275145	0.0689247631128774	0.329914589236555
"102"	0.22501322689596	0.164855680772646	0.121073049982743	0.0902360743441036	0.0689237917155536	0.329898176288987
"103"	0.225021797202188	0.164862166329029	0.121075513039047	0.0902355521663559	0.0689228419756132	0.329882129287762
"104"	0.225030180367287	0.164868510260031	0.121077922307151	0.090235041389104	0.0689219129739808	0.32986643270244
"105"	0.225038384172733	0.164874718454824	0.121080280023812	0.0902345415383789	0.0689210038483499	0.329851071961898
"106"	0.221290301167563	0.161848136137984	0.119878558739195	0.0904273080391753	0.0693323894066487	0.33722330650943
"107"	0.221237090670999	0.161873859488659	0.119901666305151	0.0904376820872583	0.0693388417057555	0.337210859742174
"108"	0.224117433817295	0.164237584172856	0.1208550995628	0.0903022237968193	0.0690243645679699	0.331463294082255
"109"	0.224576967654762	0.164582264816855	0.120985172345987	0.0902736675121599	0.068973377757705	0.330608549912526
"110"	0.224834231833153	0.164775088191416	0.121057888960943	0.0902576429659218	0.0689448290888405	0.330130318959719
"111"	0.225011542876127	0.164907947517614	0.121107978944088	0.0902465884628976	0.0689251516726384	0.329800790526629
"112"	0.225146108823065	0.165008762365736	0.121145982234791	0.090238194779204	0.0689102174939968	0.329550734303201
"113"	0.225254149304347	0.165089696886761	0.121176488670276	0.090231453562574	0.0688982268806438	0.329349984695393
"114"	0.22534416945553	0.165157127658422	0.121201903602199	0.0902258355352723	0.0688882360724733	0.329182727676097
"115"	0.225421174187945	0.165214806257618	0.121223641919314	0.0902210290353682	0.0688796896831071	0.32903965891664
