// This is an input file for Hudson's mssel stepftn.c program
19 N0: 50000
1
n:	522 s: 0.000000 age: 0.016255
0.002385	0.005500
0.002395	0.006500
0.002405	0.008500
0.002410	0.009500
0.002415	0.011250
0.002420	0.008500
0.002425	0.006500
0.002435	0.004500
0.002450	0.005500
0.002460	0.004500
0.002465	0.003500
0.002475	0.005500
0.002495	0.004500
0.002510	0.002500
0.002545	0.001500
0.002570	0.000500
0.002595	0.001500
0.002645	0.000500
0.002665	0.001500
0.002680	0.002500
0.002695	0.003500
0.002725	0.004500
0.002735	0.003500
0.002770	0.005500
0.002780	0.006500
0.002785	0.007500
0.002790	0.008500
0.002795	0.009500
0.002805	0.008500
0.002810	0.011250
0.002820	0.013750
0.002825	0.011250
0.002835	0.013750
0.002845	0.017500
0.002850	0.013750
0.002865	0.017500
0.002880	0.013750
0.002890	0.011250
0.002895	0.013750
0.002915	0.017500
0.002940	0.025000
0.002945	0.017500
0.002955	0.025000
0.002960	0.017500
0.002970	0.025000
0.003050	0.035000
0.003080	0.025000
0.003255	0.035000
0.003295	0.045000
0.003415	0.055000
0.003460	0.045000
0.003520	0.035000
0.003610	0.045000
0.003620	0.035000
0.003770	0.045000
0.003850	0.035000
0.003965	0.025000
0.004000	0.035000
0.004065	0.025000
0.004215	0.035000
0.004260	0.025000
0.004275	0.035000
0.004285	0.025000
0.004290	0.035000
0.004320	0.025000
0.004360	0.017500
0.004405	0.025000
0.004470	0.017500
0.004485	0.013750
0.004500	0.011250
0.004510	0.013750
0.004515	0.017500
0.004520	0.013750
0.004530	0.017500
0.004580	0.025000
0.004605	0.017500
0.004610	0.025000
0.004615	0.017500
0.004710	0.013750
0.004715	0.017500
0.004755	0.013750
0.004770	0.017500
0.004775	0.013750
0.004780	0.017500
0.004785	0.013750
0.004790	0.011250
0.004800	0.013750
0.004805	0.011250
0.004830	0.013750
0.004840	0.017500
0.004875	0.025000
0.004900	0.017500
0.004935	0.025000
0.004945	0.017500
0.005005	0.013750
0.005010	0.017500
0.005035	0.013750
0.005055	0.017500
0.005080	0.013750
0.005085	0.017500
0.005095	0.025000
0.005130	0.017500
0.005140	0.025000
0.005310	0.017500
0.005320	0.013750
0.005325	0.017500
0.005335	0.013750
0.005350	0.011250
0.005355	0.009500
0.005365	0.011250
0.005375	0.009500
0.005380	0.007500
0.005385	0.006500
0.005390	0.007500
0.005395	0.008500
0.005405	0.011250
0.005410	0.009500
0.005415	0.011250
0.005425	0.009500
0.005430	0.011250
0.005440	0.009500
0.005445	0.008500
0.005450	0.009500
0.005455	0.011250
0.005465	0.013750
0.005505	0.011250
0.005520	0.009500
0.005525	0.008500
0.005530	0.009500
0.005535	0.011250
0.005540	0.009500
0.005550	0.008500
0.005555	0.007500
0.005560	0.006500
0.005565	0.005500
0.005575	0.004500
0.005580	0.003500
0.005590	0.002500
0.005595	0.003500
0.005610	0.002500
0.005650	0.003500
0.005675	0.004500
0.005710	0.003500
0.005740	0.004500
0.005745	0.005500
0.005765	0.004500
0.005780	0.005500
0.005790	0.006500
0.005795	0.005500
0.005800	0.006500
0.005830	0.007500
0.005850	0.008500
0.005855	0.011250
0.005860	0.009500
0.005865	0.008500
0.005875	0.009500
0.005880	0.011250
0.005905	0.009500
0.005910	0.008500
0.005915	0.009500
0.005920	0.008500
0.005925	0.007500
0.005930	0.008500
0.005950	0.009500
0.005975	0.008500
0.005980	0.007500
0.005990	0.008500
0.006010	0.009500
0.006015	0.011250
0.006020	0.008500
0.006025	0.007500
0.006035	0.009500
0.006040	0.011250
0.006045	0.009500
0.006050	0.011250
0.006055	0.008500
0.006060	0.009500
0.006065	0.008500
0.006075	0.007500
0.006085	0.005500
0.006090	0.007500
0.006095	0.006500
0.006100	0.004500
0.006125	0.006500
0.006130	0.007500
0.006140	0.006500
0.006145	0.007500
0.006150	0.006500
0.006155	0.005500
0.006170	0.004500
0.006185	0.003500
0.006190	0.005500
0.006195	0.004500
0.006210	0.005500
0.006225	0.004500
0.006235	0.005500
0.006245	0.004500
0.006270	0.005500
0.006280	0.004500
0.006285	0.003500
0.006295	0.004500
0.006315	0.003500
0.006330	0.002500
0.006400	0.001500
0.006405	0.000500
0.006480	0.000000
n:	231 s: 0.000000 age: 0.004445
0.000000	0.011250
0.000040	0.009500
0.000050	0.011250
0.000060	0.009500
0.000100	0.008500
0.000110	0.009500
0.000115	0.008500
0.000220	0.009500
0.000255	0.011250
0.000270	0.009500
0.000275	0.011250
0.000315	0.009500
0.000320	0.011250
0.000430	0.013750
0.000455	0.011250
0.000490	0.013750
0.000505	0.017500
0.000570	0.013750
0.000600	0.017500
0.000610	0.025000
0.000715	0.035000
0.000735	0.025000
0.000900	0.035000
0.000955	0.045000
0.000970	0.035000
0.001000	0.045000
0.001060	0.035000
0.001190	0.025000
0.001245	0.017500
0.001255	0.025000
0.001260	0.017500
0.001320	0.025000
0.001385	0.017500
0.001405	0.025000
0.001415	0.017500
0.001460	0.025000
0.001470	0.017500
0.001505	0.025000
0.001540	0.017500
0.001640	0.025000
0.001700	0.035000
0.001730	0.025000
0.001890	0.017500
0.001945	0.025000
0.001955	0.017500
0.001985	0.013750
0.001990	0.017500
0.002005	0.013750
0.002015	0.011250
0.002035	0.013750
0.002055	0.011250
0.002060	0.013750
0.002070	0.011250
0.002075	0.013750
0.002080	0.011250
0.002090	0.013750
0.002120	0.011250
0.002145	0.013750
0.002150	0.011250
0.002155	0.013750
0.002165	0.017500
0.002230	0.025000
0.002245	0.017500
0.002250	0.025000
0.002350	0.017500
0.002355	0.025000
0.002365	0.017500
0.002400	0.013750
0.002415	0.011250
0.002425	0.017500
0.002435	0.013750
0.002450	0.017500
0.002480	0.013750
0.002535	0.017500
0.002560	0.013750
0.002565	0.017500
0.002640	0.013750
0.002655	0.017500
0.002660	0.013750
0.002675	0.017500
0.002680	0.013750
0.002685	0.017500
0.002700	0.013750
0.002705	0.011250
0.002710	0.013750
0.002715	0.017500
0.002730	0.013750
0.002735	0.011250
0.002755	0.013750
0.002770	0.011250
0.002785	0.013750
0.002795	0.011250
0.002805	0.013750
0.002820	0.011250
0.002825	0.013750
0.002835	0.011250
0.002865	0.008500
0.002885	0.009500
0.002890	0.011250
0.002925	0.009500
0.002930	0.007500
0.002935	0.008500
0.002955	0.009500
0.002965	0.011250
0.003005	0.013750
0.003010	0.011250
0.003035	0.009500
0.003040	0.011250
0.003090	0.009500
0.003095	0.011250
0.003100	0.009500
0.003110	0.011250
0.003115	0.008500
0.003120	0.009500
0.003130	0.008500
0.003140	0.007500
0.003155	0.006500
0.003165	0.007500
0.003175	0.008500
0.003190	0.009500
0.003195	0.011250
0.003200	0.009500
0.003205	0.011250
0.003215	0.009500
0.003220	0.011250
0.003250	0.013750
0.003255	0.017500
0.003265	0.013750
0.003270	0.017500
0.003275	0.013750
0.003290	0.017500
0.003300	0.013750
0.003305	0.017500
0.003345	0.013750
0.003355	0.017500
0.003360	0.013750
0.003375	0.017500
0.003380	0.013750
0.003395	0.011250
0.003405	0.009500
0.003410	0.011250
0.003415	0.009500
0.003420	0.007500
0.003430	0.008500
0.003435	0.009500
0.003440	0.008500
0.003445	0.007500
0.003455	0.008500
0.003465	0.007500
0.003470	0.006500
0.003480	0.007500
0.003485	0.006500
0.003505	0.007500
0.003515	0.006500
0.003525	0.007500
0.003530	0.008500
0.003540	0.007500
0.003545	0.006500
0.003555	0.008500
0.003560	0.007500
0.003570	0.008500
0.003575	0.007500
0.003605	0.006500
0.003615	0.007500
0.003620	0.008500
0.003635	0.007500
0.003640	0.008500
0.003650	0.006500
0.003675	0.007500
0.003685	0.011250
0.003690	0.009500
0.003695	0.008500
0.003710	0.006500
0.003715	0.008500
0.003740	0.011250
0.003750	0.009500
0.003755	0.011250
0.003770	0.009500
0.003775	0.008500
0.003780	0.011250
0.003785	0.009500
0.003790	0.011250
0.003795	0.008500
0.003805	0.007500
0.003835	0.006500
0.003840	0.007500
0.003850	0.008500
0.003855	0.007500
0.003860	0.008500
0.003870	0.007500
0.003880	0.008500
0.003885	0.011250
0.003925	0.009500
0.003945	0.008500
0.003950	0.007500
0.003955	0.006500
0.003965	0.007500
0.003980	0.008500
0.003990	0.011250
0.003995	0.009500
0.004000	0.008500
0.004010	0.011250
0.004025	0.013750
0.004035	0.011250
0.004040	0.013750
0.004045	0.011250
0.004060	0.013750
0.004075	0.011250
0.004080	0.008500
0.004085	0.007500
0.004095	0.006500
0.004105	0.004500
0.004120	0.003500
0.004130	0.002500
0.004145	0.003500
0.004170	0.002500
0.004175	0.003500
0.004185	0.002500
0.004195	0.001500
0.004225	0.002500
0.004230	0.003500
0.004235	0.002500
0.004245	0.001500
0.004255	0.000500
0.004280	0.001500
0.004285	0.000500
0.004300	0.001500
0.004365	0.000500
0.004405	0.001500
0.004415	0.000500
0.004445	0.000000
n:	153 s: 0.000000 age: 0.003260
0.000000	0.011250
0.000135	0.009500
0.000145	0.011250
0.000205	0.009500
0.000280	0.011250
0.000300	0.009500
0.000305	0.011250
0.000380	0.013750
0.000405	0.011250
0.000500	0.013750
0.000505	0.011250
0.000530	0.009500
0.000540	0.008500
0.000545	0.007500
0.000550	0.008500
0.000555	0.009500
0.000560	0.011250
0.000590	0.009500
0.000595	0.011250
0.000600	0.009500
0.000605	0.008500
0.000615	0.009500
0.000620	0.011250
0.000660	0.013750
0.000715	0.017500
0.000745	0.013750
0.000750	0.017500
0.000785	0.025000
0.000790	0.017500
0.000820	0.025000
0.000840	0.017500
0.000845	0.025000
0.000975	0.035000
0.001025	0.045000
0.001125	0.055000
0.001180	0.065000
0.001190	0.055000
0.001205	0.065000
0.001220	0.075000
0.001230	0.065000
0.001250	0.075000
0.001260	0.065000
0.001290	0.055000
0.001305	0.065000
0.001310	0.055000
0.001330	0.065000
0.001395	0.055000
0.001400	0.065000
0.001430	0.055000
0.001435	0.065000
0.001445	0.055000
0.001460	0.065000
0.001480	0.055000
0.001485	0.065000
0.001500	0.055000
0.001555	0.045000
0.001575	0.035000
0.001600	0.045000
0.001670	0.055000
0.001680	0.045000
0.001730	0.035000
0.001780	0.025000
0.001800	0.035000
0.001870	0.025000
0.001880	0.035000
0.001960	0.045000
0.001975	0.035000
0.002045	0.045000
0.002060	0.035000
0.002110	0.025000
0.002165	0.017500
0.002205	0.025000
0.002220	0.017500
0.002230	0.025000
0.002250	0.017500
0.002265	0.013750
0.002270	0.011250
0.002275	0.013750
0.002285	0.011250
0.002300	0.009500
0.002310	0.007500
0.002320	0.006500
0.002330	0.007500
0.002335	0.008500
0.002345	0.009500
0.002350	0.011250
0.002365	0.009500
0.002370	0.008500
0.002375	0.007500
0.002385	0.006500
0.002405	0.007500
0.002430	0.008500
0.002440	0.009500
0.002445	0.008500
0.002450	0.009500
0.002455	0.008500
0.002470	0.007500
0.002495	0.008500
0.002505	0.009500
0.002515	0.008500
0.002520	0.007500
0.002525	0.008500
0.002530	0.007500
0.002540	0.008500
0.002560	0.007500
0.002575	0.006500
0.002600	0.007500
0.002625	0.006500
0.002630	0.007500
0.002640	0.009500
0.002645	0.007500
0.002650	0.008500
0.002655	0.006500
0.002660	0.007500
0.002680	0.008500
0.002690	0.009500
0.002705	0.011250
0.002715	0.009500
0.002725	0.008500
0.002730	0.007500
0.002740	0.008500
0.002750	0.009500
0.002755	0.011250
0.002820	0.009500
0.002825	0.011250
0.002835	0.013750
0.002850	0.011250
0.002875	0.009500
0.002885	0.011250
0.002895	0.009500
0.002900	0.007500
0.002905	0.006500
0.002910	0.005500
0.002915	0.004500
0.002925	0.003500
0.002930	0.002500
0.002945	0.003500
0.002955	0.002500
0.002970	0.001500
0.003035	0.002500
0.003070	0.001500
0.003085	0.002500
0.003090	0.001500
0.003105	0.000500
0.003115	0.001500
0.003120	0.000500
0.003135	0.001500
0.003145	0.002500
0.003150	0.001500
0.003170	0.002500
0.003175	0.001500
0.003215	0.000500
0.003260	0.000000
n:	95 s: 0.000000 age: 0.002460
0.000000	0.011250
0.000320	0.013750
0.000330	0.011250
0.000505	0.013750
0.000555	0.017500
0.000595	0.013750
0.000605	0.011250
0.000615	0.013750
0.000635	0.017500
0.000730	0.013750
0.000735	0.017500
0.000745	0.013750
0.000775	0.011250
0.000830	0.013750
0.000855	0.011250
0.000895	0.009500
0.000900	0.008500
0.000910	0.007500
0.000915	0.008500
0.000920	0.007500
0.000925	0.008500
0.000935	0.007500
0.000940	0.009500
0.000945	0.008500
0.000950	0.011250
0.000970	0.009500
0.000980	0.011250
0.000990	0.013750
0.001010	0.017500
0.001025	0.013750
0.001030	0.017500
0.001055	0.013750
0.001065	0.017500
0.001075	0.025000
0.001085	0.017500
0.001090	0.025000
0.001145	0.017500
0.001160	0.025000
0.001255	0.017500
0.001280	0.025000
0.001325	0.035000
0.001335	0.025000
0.001340	0.035000
0.001345	0.025000
0.001425	0.035000
0.001515	0.025000
0.001615	0.017500
0.001620	0.025000
0.001630	0.017500
0.001650	0.025000
0.001685	0.017500
0.001705	0.013750
0.001715	0.017500
0.001720	0.013750
0.001840	0.011250
0.001880	0.009500
0.001885	0.007500
0.001900	0.006500
0.001905	0.007500
0.001920	0.006500
0.001925	0.007500
0.001935	0.006500
0.001945	0.005500
0.001950	0.004500
0.001970	0.003500
0.001980	0.002500
0.002000	0.003500
0.002015	0.005500
0.002025	0.004500
0.002030	0.006500
0.002055	0.005500
0.002060	0.004500
0.002075	0.003500
0.002090	0.002500
0.002105	0.003500
0.002120	0.002500
0.002130	0.003500
0.002160	0.002500
0.002245	0.001500
0.002270	0.002500
0.002280	0.001500
0.002290	0.000500
0.002295	0.001500
0.002310	0.002500
0.002320	0.001500
0.002330	0.002500
0.002350	0.001500
0.002355	0.002500
0.002370	0.001500
0.002375	0.002500
0.002385	0.001500
0.002415	0.000500
0.002420	0.001500
0.002425	0.000500
0.002460	0.000000
n:	141 s: 0.000000 age: 0.002045
0.000000	0.011250
0.000025	0.013750
0.000040	0.011250
0.000055	0.013750
0.000060	0.011250
0.000135	0.013750
0.000205	0.011250
0.000215	0.013750
0.000220	0.011250
0.000305	0.013750
0.000525	0.011250
0.000545	0.009500
0.000555	0.011250
0.000560	0.013750
0.000570	0.011250
0.000575	0.009500
0.000580	0.008500
0.000585	0.007500
0.000590	0.008500
0.000600	0.009500
0.000605	0.011250
0.000625	0.009500
0.000635	0.007500
0.000640	0.006500
0.000645	0.008500
0.000650	0.009500
0.000655	0.008500
0.000670	0.006500
0.000685	0.008500
0.000690	0.007500
0.000700	0.008500
0.000705	0.007500
0.000710	0.006500
0.000715	0.007500
0.000725	0.005500
0.000745	0.004500
0.000760	0.005500
0.000765	0.004500
0.000790	0.003500
0.000800	0.004500
0.000815	0.005500
0.000820	0.004500
0.000825	0.003500
0.000845	0.004500
0.000865	0.003500
0.000870	0.004500
0.000880	0.005500
0.000900	0.006500
0.000930	0.007500
0.000940	0.008500
0.000945	0.006500
0.000950	0.007500
0.000965	0.006500
0.000975	0.007500
0.000990	0.006500
0.001005	0.005500
0.001015	0.004500
0.001035	0.003500
0.001045	0.002500
0.001050	0.003500
0.001060	0.004500
0.001070	0.003500
0.001075	0.002500
0.001085	0.003500
0.001095	0.002500
0.001110	0.001500
0.001115	0.002500
0.001125	0.003500
0.001135	0.004500
0.001150	0.003500
0.001155	0.002500
0.001160	0.003500
0.001220	0.004500
0.001225	0.003500
0.001230	0.004500
0.001245	0.005500
0.001255	0.004500
0.001260	0.006500
0.001265	0.007500
0.001270	0.008500
0.001295	0.007500
0.001315	0.008500
0.001330	0.007500
0.001335	0.006500
0.001340	0.008500
0.001350	0.009500
0.001365	0.011250
0.001375	0.013750
0.001420	0.017500
0.001425	0.013750
0.001455	0.017500
0.001465	0.013750
0.001475	0.017500
0.001485	0.013750
0.001500	0.011250
0.001510	0.013750
0.001515	0.011250
0.001520	0.013750
0.001535	0.011250
0.001540	0.013750
0.001555	0.011250
0.001565	0.008500
0.001575	0.007500
0.001585	0.008500
0.001595	0.007500
0.001600	0.009500
0.001610	0.011250
0.001625	0.009500
0.001640	0.008500
0.001650	0.009500
0.001665	0.008500
0.001670	0.007500
0.001680	0.008500
0.001695	0.007500
0.001705	0.005500
0.001715	0.004500
0.001725	0.005500
0.001730	0.004500
0.001735	0.005500
0.001750	0.004500
0.001760	0.003500
0.001805	0.004500
0.001810	0.003500
0.001815	0.005500
0.001835	0.003500
0.001860	0.004500
0.001865	0.003500
0.001880	0.004500
0.001890	0.005500
0.001895	0.006500
0.001900	0.005500
0.001905	0.004500
0.001910	0.003500
0.001930	0.004500
0.001935	0.003500
0.001940	0.002500
0.001975	0.001500
0.001980	0.002500
0.001985	0.001500
0.002005	0.000500
0.002045	0.000000
n:	82 s: 0.000000 age: 0.001565
0.000000	0.011250
0.000165	0.013750
0.000170	0.011250
0.000180	0.013750
0.000265	0.011250
0.000395	0.009500
0.000440	0.011250
0.000450	0.009500
0.000485	0.008500
0.000500	0.007500
0.000510	0.008500
0.000525	0.007500
0.000540	0.008500
0.000555	0.007500
0.000565	0.009500
0.000570	0.008500
0.000585	0.011250
0.000600	0.009500
0.000605	0.011250
0.000615	0.009500
0.000625	0.011250
0.000635	0.013750
0.000660	0.011250
0.000670	0.013750
0.000680	0.011250
0.000695	0.013750
0.000720	0.017500
0.000750	0.025000
0.000765	0.017500
0.000770	0.025000
0.000790	0.017500
0.000795	0.025000
0.000805	0.017500
0.000810	0.025000
0.000865	0.017500
0.000875	0.025000
0.000915	0.017500
0.000930	0.013750
0.000945	0.011250
0.000950	0.009500
0.000995	0.008500
0.001000	0.007500
0.001020	0.006500
0.001025	0.005500
0.001035	0.004500
0.001040	0.006500
0.001055	0.007500
0.001070	0.006500
0.001075	0.005500
0.001090	0.004500
0.001110	0.005500
0.001120	0.004500
0.001125	0.005500
0.001130	0.004500
0.001135	0.003500
0.001150	0.002500
0.001175	0.001500
0.001190	0.002500
0.001200	0.003500
0.001210	0.004500
0.001235	0.006500
0.001245	0.005500
0.001250	0.006500
0.001260	0.005500
0.001265	0.004500
0.001270	0.005500
0.001275	0.004500
0.001285	0.003500
0.001305	0.004500
0.001310	0.005500
0.001320	0.004500
0.001350	0.003500
0.001355	0.002500
0.001365	0.001500
0.001375	0.000500
0.001380	0.001500
0.001385	0.000500
0.001395	0.001500
0.001420	0.002500
0.001435	0.001500
0.001455	0.000500
0.001565	0.000000
n:	68 s: 0.000000 age: 0.001530
0.000000	0.011250
0.000170	0.009500
0.000195	0.011250
0.000235	0.009500
0.000250	0.008500
0.000275	0.007500
0.000280	0.008500
0.000285	0.007500
0.000340	0.008500
0.000345	0.007500
0.000365	0.008500
0.000445	0.007500
0.000460	0.008500
0.000470	0.007500
0.000480	0.008500
0.000500	0.009500
0.000510	0.008500
0.000515	0.009500
0.000520	0.008500
0.000535	0.006500
0.000540	0.007500
0.000545	0.006500
0.000555	0.007500
0.000560	0.008500
0.000565	0.007500
0.000595	0.008500
0.000605	0.007500
0.000615	0.006500
0.000620	0.008500
0.000625	0.007500
0.000635	0.006500
0.000645	0.008500
0.000650	0.007500
0.000655	0.006500
0.000685	0.007500
0.000695	0.009500
0.000700	0.011250
0.000715	0.013750
0.000745	0.017500
0.000785	0.013750
0.000790	0.017500
0.000820	0.013750
0.000860	0.017500
0.000870	0.025000
0.000955	0.017500
0.000985	0.025000
0.001005	0.017500
0.001040	0.025000
0.001210	0.017500
0.001245	0.013750
0.001250	0.017500
0.001260	0.013750
0.001270	0.011250
0.001305	0.009500
0.001310	0.007500
0.001340	0.006500
0.001365	0.007500
0.001380	0.006500
0.001395	0.004500
0.001405	0.003500
0.001410	0.004500
0.001420	0.003500
0.001430	0.002500
0.001455	0.001500
0.001470	0.002500
0.001480	0.001500
0.001500	0.000500
0.001530	0.000000
n:	67 s: 0.000000 age: 0.001475
0.000000	0.011250
0.000090	0.013750
0.000115	0.011250
0.000150	0.013750
0.000155	0.011250
0.000170	0.013750
0.000240	0.017500
0.000245	0.013750
0.000250	0.017500
0.000255	0.013750
0.000285	0.017500
0.000305	0.013750
0.000370	0.017500
0.000385	0.013750
0.000510	0.017500
0.000515	0.013750
0.000520	0.017500
0.000660	0.013750
0.000680	0.017500
0.000690	0.013750
0.000695	0.017500
0.000720	0.013750
0.000740	0.017500
0.000755	0.013750
0.000760	0.017500
0.000765	0.013750
0.000770	0.017500
0.000800	0.025000
0.000810	0.017500
0.000870	0.025000
0.000880	0.017500
0.000925	0.013750
0.000940	0.011250
0.000955	0.009500
0.000960	0.011250
0.000980	0.013750
0.001020	0.011250
0.001030	0.009500
0.001035	0.011250
0.001060	0.009500
0.001065	0.008500
0.001075	0.009500
0.001080	0.011250
0.001110	0.013750
0.001120	0.011250
0.001125	0.013750
0.001135	0.009500
0.001140	0.011250
0.001145	0.013750
0.001155	0.011250
0.001210	0.008500
0.001225	0.011250
0.001255	0.009500
0.001260	0.008500
0.001265	0.006500
0.001270	0.007500
0.001300	0.006500
0.001305	0.007500
0.001310	0.008500
0.001315	0.007500
0.001325	0.006500
0.001330	0.005500
0.001335	0.004500
0.001345	0.002500
0.001390	0.001500
0.001400	0.000500
0.001475	0.000000
n:	86 s: 0.000000 age: 0.001250
0.000000	0.008500
0.000015	0.007500
0.000055	0.006500
0.000135	0.007500
0.000170	0.006500
0.000205	0.007500
0.000230	0.006500
0.000235	0.007500
0.000255	0.006500
0.000270	0.005500
0.000340	0.006500
0.000420	0.007500
0.000425	0.006500
0.000430	0.007500
0.000445	0.006500
0.000465	0.007500
0.000475	0.006500
0.000500	0.005500
0.000505	0.004500
0.000520	0.003500
0.000540	0.002500
0.000545	0.003500
0.000550	0.005500
0.000565	0.006500
0.000570	0.005500
0.000590	0.004500
0.000600	0.005500
0.000605	0.004500
0.000620	0.006500
0.000625	0.007500
0.000630	0.008500
0.000640	0.006500
0.000645	0.007500
0.000655	0.008500
0.000660	0.007500
0.000665	0.008500
0.000670	0.009500
0.000680	0.011250
0.000690	0.009500
0.000705	0.008500
0.000710	0.011250
0.000715	0.009500
0.000720	0.008500
0.000725	0.007500
0.000740	0.008500
0.000745	0.007500
0.000750	0.008500
0.000755	0.009500
0.000765	0.008500
0.000785	0.006500
0.000800	0.007500
0.000805	0.005500
0.000815	0.006500
0.000820	0.005500
0.000825	0.006500
0.000830	0.005500
0.000850	0.006500
0.000855	0.005500
0.000865	0.007500
0.000870	0.008500
0.000880	0.009500
0.000885	0.011250
0.000935	0.013750
0.000945	0.011250
0.000950	0.013750
0.000970	0.017500
0.000985	0.013750
0.000990	0.011250
0.000995	0.009500
0.001000	0.008500
0.001010	0.006500
0.001015	0.005500
0.001030	0.004500
0.001060	0.003500
0.001065	0.002500
0.001070	0.001500
0.001080	0.000500
0.001085	0.001500
0.001090	0.002500
0.001135	0.001500
0.001140	0.000500
0.001150	0.001500
0.001165	0.000500
0.001170	0.001500
0.001175	0.000500
0.001250	0.000000
n:	59 s: 0.000000 age: 0.001235
0.000000	0.011250
0.000015	0.013750
0.000160	0.011250
0.000165	0.013750
0.000235	0.011250
0.000380	0.009500
0.000400	0.011250
0.000470	0.013750
0.000495	0.011250
0.000560	0.009500
0.000565	0.008500
0.000585	0.007500
0.000590	0.006500
0.000595	0.008500
0.000600	0.007500
0.000610	0.006500
0.000620	0.008500
0.000625	0.007500
0.000635	0.009500
0.000655	0.008500
0.000680	0.009500
0.000690	0.011250
0.000715	0.009500
0.000720	0.008500
0.000725	0.007500
0.000735	0.006500
0.000740	0.007500
0.000745	0.006500
0.000750	0.005500
0.000755	0.006500
0.000760	0.005500
0.000770	0.004500
0.000785	0.003500
0.000795	0.002500
0.000840	0.003500
0.000880	0.004500
0.000885	0.005500
0.000890	0.004500
0.000895	0.003500
0.000905	0.005500
0.000915	0.006500
0.000945	0.004500
0.000955	0.003500
0.000960	0.004500
0.000965	0.003500
0.001000	0.002500
0.001020	0.001500
0.001060	0.000500
0.001085	0.001500
0.001110	0.000500
0.001115	0.001500
0.001120	0.000500
0.001130	0.001500
0.001135	0.002500
0.001140	0.001500
0.001145	0.002500
0.001150	0.001500
0.001160	0.000500
0.001235	0.000000
n:	55 s: 0.000000 age: 0.001225
0.000000	0.009500
0.000065	0.011250
0.000205	0.009500
0.000215	0.008500
0.000285	0.007500
0.000400	0.006500
0.000500	0.005500
0.000510	0.006500
0.000520	0.005500
0.000540	0.006500
0.000560	0.007500
0.000565	0.006500
0.000575	0.007500
0.000590	0.006500
0.000620	0.007500
0.000625	0.005500
0.000630	0.004500
0.000635	0.003500
0.000650	0.004500
0.000660	0.003500
0.000675	0.004500
0.000680	0.003500
0.000690	0.004500
0.000705	0.005500
0.000730	0.004500
0.000735	0.003500
0.000740	0.002500
0.000755	0.001500
0.000805	0.002500
0.000810	0.001500
0.000825	0.002500
0.000835	0.003500
0.000840	0.004500
0.000870	0.003500
0.000875	0.004500
0.000915	0.005500
0.000930	0.004500
0.000935	0.003500
0.000945	0.002500
0.000950	0.003500
0.000975	0.002500
0.000995	0.004500
0.001005	0.003500
0.001020	0.002500
0.001030	0.003500
0.001035	0.002500
0.001040	0.003500
0.001050	0.002500
0.001055	0.003500
0.001060	0.002500
0.001065	0.001500
0.001075	0.000500
0.001130	0.001500
0.001170	0.000500
0.001225	0.000000
n:	70 s: 0.000000 age: 0.001100
0.000000	0.011250
0.000305	0.013750
0.000355	0.011250
0.000370	0.013750
0.000380	0.011250
0.000455	0.009500
0.000500	0.007500
0.000510	0.006500
0.000515	0.007500
0.000520	0.006500
0.000525	0.007500
0.000530	0.008500
0.000535	0.006500
0.000540	0.005500
0.000550	0.006500
0.000560	0.005500
0.000565	0.006500
0.000570	0.005500
0.000575	0.007500
0.000585	0.009500
0.000590	0.011250
0.000600	0.009500
0.000610	0.008500
0.000630	0.007500
0.000635	0.006500
0.000655	0.007500
0.000670	0.008500
0.000675	0.011250
0.000680	0.009500
0.000695	0.008500
0.000730	0.007500
0.000735	0.006500
0.000740	0.007500
0.000745	0.008500
0.000755	0.007500
0.000760	0.009500
0.000765	0.011250
0.000775	0.013750
0.000780	0.011250
0.000785	0.013750
0.000815	0.017500
0.000820	0.013750
0.000825	0.011250
0.000845	0.009500
0.000850	0.008500
0.000855	0.011250
0.000865	0.009500
0.000870	0.011250
0.000875	0.013750
0.000900	0.011250
0.000910	0.009500
0.000920	0.011250
0.000925	0.009500
0.000935	0.011250
0.000940	0.009500
0.000945	0.008500
0.000950	0.007500
0.000960	0.008500
0.000965	0.006500
0.000970	0.005500
0.000980	0.004500
0.000985	0.003500
0.000995	0.004500
0.001000	0.003500
0.001025	0.002500
0.001030	0.001500
0.001035	0.002500
0.001060	0.001500
0.001070	0.000500
0.001100	0.000000
n:	47 s: 0.000000 age: 0.000900
0.000000	0.011250
0.000005	0.009500
0.000020	0.011250
0.000080	0.009500
0.000090	0.008500
0.000115	0.009500
0.000140	0.008500
0.000170	0.007500
0.000245	0.008500
0.000285	0.009500
0.000350	0.008500
0.000380	0.007500
0.000395	0.008500
0.000405	0.007500
0.000440	0.006500
0.000490	0.007500
0.000500	0.005500
0.000515	0.007500
0.000520	0.006500
0.000525	0.004500
0.000530	0.005500
0.000545	0.004500
0.000550	0.005500
0.000555	0.006500
0.000570	0.005500
0.000575	0.004500
0.000590	0.005500
0.000595	0.006500
0.000600	0.005500
0.000615	0.004500
0.000620	0.003500
0.000630	0.004500
0.000670	0.003500
0.000675	0.004500
0.000680	0.003500
0.000685	0.004500
0.000695	0.003500
0.000710	0.002500
0.000770	0.001500
0.000775	0.002500
0.000780	0.001500
0.000795	0.000500
0.000835	0.001500
0.000855	0.000500
0.000870	0.001500
0.000875	0.000500
0.000900	0.000000
n:	34 s: 0.000000 age: 0.000860
0.000000	0.011250
0.000035	0.009500
0.000045	0.011250
0.000050	0.009500
0.000095	0.008500
0.000155	0.007500
0.000245	0.008500
