129162	0.000218
129162	0.000218
129162	0.000653
129162	0.000871
129162	0.001088
129162	0.002830
129162	0.003265
129162	0.002612
129162	0.003483
129162	0.003265
129162	0.004354
129162	0.004789
129162	0.005007
129162	0.006313
129162	0.007836
129162	0.007836
129162	0.009142
129162	0.009142
129162	0.009795
129162	0.009142
129162	0.009795
129162	0.008925
129162	0.010448
129162	0.011319
129162	0.011537
129162	0.012190
129162	0.014149
129162	0.012407
129162	0.010884
129162	0.009142
129162	0.010013
129162	0.008925
129162	0.012843
129162	0.010884
129162	0.010231
129162	0.009578
129162	0.011319
129162	0.012190
129162	0.010666
129162	0.010013
129162	0.011537
129162	0.010884
129162	0.010666
129162	0.014802
129162	0.018285
129162	0.017849
129162	0.018285
129162	0.018938
129162	0.019591
129162	0.021114
129162	0.022856
129162	0.021985
129162	0.018938
129162	0.015020
129162	0.014149
129162	0.014149
129162	0.012625
129162	0.013931
129162	0.013931
129162	0.013496
129162	0.013931
129162	0.012407
129162	0.014367
129162	0.015020
129162	0.013714
129162	0.011754
129162	0.010231
129162	0.011537
129162	0.010884
129162	0.010448
129162	0.010666
129162	0.009795
129162	0.008054
129162	0.008272
129162	0.006313
129162	0.007401
129162	0.006966
129162	0.008054
129162	0.008489
129162	0.008054
129162	0.006313
129162	0.006966
129162	0.008707
129162	0.011537
129162	0.010666
129162	0.014367
129162	0.015673
129162	0.015890
129162	0.017196
129162	0.015673
129162	0.013496
129162	0.013931
129162	0.016979
129162	0.016979
129162	0.018938
129162	0.017849
129162	0.018502
129162	0.014802
129162	0.013278
129162	0.012407
129162	0.011754
129162	0.011972
129162	0.008489
129162	0.009578
129162	0.008925
129162	0.006313
129162	0.005877
129162	0.005224
129162	0.005660
129162	0.005442
129162	0.005224
129162	0.005442
129162	0.007401
129162	0.006530
129162	0.007836
129162	0.008707
129162	0.005877
129162	0.005877
129162	0.007183
129162	0.008707
129162	0.008925
129162	0.009795
129162	0.009795
129162	0.009795
129162	0.011101
129162	0.013714
129162	0.016761
129162	0.016543
129162	0.018938
129162	0.020461
129162	0.022856
129162	0.022856
129162	0.026992
129162	0.025686
129162	0.023727
129162	0.024815
129162	0.024597
129162	0.022421
129162	0.023944
129162	0.025250
129162	0.021550
129162	0.022856
129162	0.020461
129162	0.020461
129162	0.018720
129162	0.021768
129162	0.022638
129162	0.018502
129162	0.017849
129162	0.017196
129162	0.014367
129162	0.016979
129162	0.020679
129162	0.018720
129162	0.020244
129162	0.018502
129162	0.019155
129162	0.020897
129162	0.018502
