201	0
226	0
209	0
212	0
211	0
213	0
200	0
201	0
202	0
203	0
218	0
201	0
201	0
227	0
201	0
204	0
210	0
201	0
220	0
228	0
201	0
213	0
201	0
210	0
201	0
208	0
201	0
201	0
210	0
218	0
208	0
201	0
201	0
212	0
212	0
211	0
217	0
202	0
202	0
209	0
203	0
218	0
234	0
202	0
204	0
204	0
201	0
212	0
220	0
201	0
202	0
201	0
211	0
201	0
211	0
203	0
202	0
215	0
212	0
201	0
202	0
201	0
219	0
205	0
206	0
216	0
211	0
205	0
215	0
203	0
201	0
201	0
210	0
210	0
213	0
201	0
215	0
201	0
218	0
226	0
202	0
201	0
222	0
218	0
202	0
201	0
202	0
201	0
217	0
208	0
211	0
240	0
206	0
201	0
213	0
201	0
203	0
217	0
225	0
201	0
