321	74	208	128	466	363	350	45	246	125	440	354	
152	0	351	399	188	470	189	36	386	343	186	420	
78	360	106	0	14	1002	0	373	110	39	14	1024	
0	152	284	65	34	1025	0	76	279	30	0	1175	
462	0	0	207	79	812	423	0	0	206	82	849	
209	144	467	40	108	592	209	177	434	40	104	596	
183	99	206	127	179	766	183	99	209	124	209	736	
204	113	69	0	67	1107	204	76	37	0	69	1174	
473	246	0	30	130	681	473	246	0	0	108	733	
356	397	327	12	0	468	356	397	327	12	0	468	
364	138	286	299	48	425	375	127	286	299	48	425	
567	140	140	300	64	349	606	137	133	287	60	337	
0	237	77	0	0	1246	0	204	77	0	0	1279	
39	237	38	37	99	1110	39	237	38	37	0	1209	
535	298	0	0	119	608	535	310	0	28	119	568	
237	134	0	215	306	668	270	134	0	180	325	651	
302	818	46	91	8	295	302	818	11	85	8	336	
39	466	0	380	375	300	39	465	1	342	394	319	
111	529	192	90	85	553	111	529	192	90	50	588	
144	35	163	132	213	873	144	35	163	132	213	873	
781	111	201	216	5	246	750	112	212	224	0	262	
212	319	103	120	0	806	212	319	103	149	0	777	
716	260	0	117	22	445	716	238	0	126	0	480	
287	358	240	49	131	495	254	365	263	24	140	514	
175	232	378	0	51	724	175	232	378	0	22	753	
0	76	400	280	0	804	0	115	399	280	0	766	
175	76	170	0	0	1139	214	74	136	0	0	1136	
658	400	103	22	98	279	658	424	56	23	103	296	
583	128	424	42	40	343	583	159	407	57	26	328	
39	76	37	38	0	1370	39	113	0	0	0	1408	
692	258	102	140	12	356	692	248	101	140	12	367	
460	253	38	72	60	677	460	253	4	40	64	739	
39	175	136	392	136	682	0	175	179	440	130	636	
358	74	202	332	117	477	358	74	205	310	98	515	
318	606	123	37	8	468	318	606	123	37	5	471	
77	77	173	423	60	750	114	113	132	386	48	767	
307	730	13	30	11	469	268	750	13	12	0	517	
617	33	388	24	77	421	617	0	407	0	54	482	
115	531	412	45	0	457	115	588	363	42	0	452	
39	409	176	247	8	681	0	348	158	269	9	776	
296	36	101	310	282	535	296	71	66	310	282	535	
611	279	23	22	32	593	611	279	45	22	41	562	
179	113	0	136	70	1062	213	113	0	134	65	1035	
501	35	63	200	27	734	501	69	1	200	28	761	
604	29	186	51	71	619	603	29	186	26	79	637	
111	323	189	1	215	721	221	306	155	0	207	671	
175	193	0	230	0	962	175	163	0	173	30	1019	
683	159	54	0	36	628	683	159	57	0	10	651	
433	141	114	0	139	733	433	141	114	0	139	733	
204	461	280	61	116	438	204	461	280	50	121	444	
76	283	93	164	157	787	76	249	96	194	166	779	
407	406	336	55	20	336	407	391	345	36	41	340	
0	462	92	3	0	1003	0	462	92	3	0	1003	
220	37	0	372	28	903	220	0	0	344	28	968	
0	279	428	472	56	325	0	279	373	479	80	349	
386	10	27	339	84	714	358	0	28	323	91	760	
405	210	299	0	171	475	431	186	299	0	170	474	
39	288	574	24	46	589	39	321	541	24	68	567	
1154	65	33	54	40	214	1154	64	33	54	40	215	
39	0	351	159	345	666	39	0	377	111	380	653	
840	64	285	2	44	325	840	64	285	12	44	315	
39	77	37	210	0	1197	39	77	0	217	6	1221	
76	39	655	394	88	308	76	39	624	409	94	318	
111	791	0	41	239	378	147	735	0	36	226	416	
175	342	233	0	84	726	175	375	200	0	84	726	
719	179	179	0	57	426	719	179	186	17	48	411	
0	458	84	378	0	640	39	399	104	380	0	638	
116	0	490	0	57	897	116	0	468	22	21	933	
448	457	22	120	37	476	435	461	0	132	49	483	
113	0	0	339	190	918	113	0	0	300	195	952	
532	536	8	81	83	320	532	536	8	81	55	348	
607	369	216	141	8	219	607	381	216	126	8	222	
237	150	223	67	37	846	276	80	198	69	33	904	
0	545	309	29	0	677	0	545	317	29	0	669	
740	24	367	9	47	373	740	24	367	9	47	373	
399	0	489	20	113	539	399	20	477	0	96	568	
355	314	76	54	41	720	355	314	39	54	42	756	
214	457	404	25	82	378	175	405	413	27	51	489	
308	31	115	0	65	1041	204	0	152	33	0	1171	
336	480	0	38	23	683	297	495	24	27	23	694	
213	436	171	4	67	669	213	433	167	6	65	676	
116	486	33	0	46	879	77	472	0	0	27	984	
0	149	0	68	180	1163	0	149	0	140	140	1131	
338	0	30	0	353	839	307	0	0	31	324	898	
39	383	56	14	159	909	39	383	56	14	132	936	
362	34	98	31	149	886	362	36	64	31	154	913	
512	289	220	46	140	353	439	313	264	46	132	366	
686	410	28	78	0	358	704	407	14	72	0	363	
39	573	112	320	123	393	0	583	151	353	119	354	
150	38	270	11	197	894	150	36	260	11	196	907	
39	419	89	72	35	906	0	419	90	74	54	923	
147	35	39	142	70	1127	147	35	39	75	104	1160	
446	415	50	0	172	477	468	415	71	20	172	414	
511	36	466	174	50	323	515	75	435	170	48	317	
111	104	109	63	297	876	111	104	76	33	296	940	
671	325	88	56	104	316	681	312	83	36	106	342	
0	344	62	403	137	614	39	300	89	352	120	660	
435	378	70	54	54	569	435	378	73	51	54	569	
113	184	492	0	0	771	113	146	522	0	0	779	
111	351	62	98	75	863	111	377	48	126	43	855	
