556	91	438	131	60	284	504	70	447	123	72	344	
646	134	472	60	85	163	696	79	452	62	103	168	
589	345	325	45	109	147	520	377	351	38	95	179	
1016	160	56	53	44	231	985	169	57	104	75	170	
77	285	186	133	174	705	150	293	148	166	148	655	
212	244	317	100	161	526	212	212	299	151	102	584	
456	189	327	157	11	420	357	197	346	163	54	443	
421	122	107	180	96	634	428	94	140	184	113	601	
225	390	93	499	76	277	262	353	118	473	82	272	
671	538	81	73	26	171	671	507	75	85	21	201	
191	707	386	55	51	170	228	714	358	47	50	163	
152	501	243	117	128	419	113	529	257	117	92	452	
288	487	276	101	131	277	288	540	240	121	79	292	
78	216	611	266	69	320	39	217	569	280	58	397	
226	263	188	444	233	206	152	235	287	440	245	201	
496	291	201	194	22	356	496	322	234	191	10	307	
601	79	412	36	189	243	611	77	438	20	177	237	
424	196	268	96	205	371	451	193	311	64	208	333	
575	236	135	319	90	205	575	252	139	291	62	241	
541	563	104	142	60	150	514	601	74	148	62	161	
357	408	205	191	58	341	398	283	216	216	62	385	
633	191	145	47	62	482	563	206	153	51	95	492	
1123	146	80	16	25	170	1107	144	81	17	31	180	
705	397	148	61	58	191	660	466	118	64	60	192	
323	201	123	186	103	624	323	197	153	185	107	595	
330	672	25	203	63	267	326	730	25	177	49	253	
438	146	188	380	33	375	438	121	222	375	32	372	
39	576	233	141	247	324	154	461	264	147	247	287	
467	65	173	90	103	662	433	67	170	89	49	752	
113	411	151	446	109	330	113	411	151	443	95	347	
466	207	169	210	179	329	504	262	204	149	164	277	
626	489	122	119	44	160	591	459	143	135	46	186	
872	212	146	93	54	183	816	232	164	58	30	260	
388	133	210	162	225	442	423	133	86	176	234	508	
526	121	246	150	96	421	427	221	292	140	109	371	
115	502	82	384	66	411	115	495	120	321	90	419	
531	96	285	123	173	352	484	76	315	54	262	369	
114	559	148	58	261	420	189	530	117	99	257	368	
150	418	213	76	221	482	261	362	288	173	162	314	
380	494	178	111	22	375	380	457	191	149	22	361	
290	692	153	313	27	85	258	701	120	364	30	87	
585	95	364	199	51	266	562	170	389	191	42	206	
770	117	305	13	32	323	776	68	296	11	35	374	
788	13	91	212	102	354	866	32	89	198	48	327	
262	809	163	162	28	136	262	796	112	187	26	177	
386	134	92	348	23	577	421	131	91	293	48	576	
226	299	511	111	81	332	226	264	526	94	91	359	
441	553	300	107	17	142	510	545	236	106	18	145	
1118	151	7	0	46	238	1119	146	21	18	37	219	
227	369	239	299	115	311	261	338	293	261	90	317	
221	277	105	144	283	530	258	212	105	121	287	577	
764	236	109	57	116	278	789	243	113	50	70	295	
519	270	307	137	99	228	489	268	336	123	77	267	
677	151	275	175	51	231	669	193	275	161	48	214	
443	185	205	70	143	514	473	192	232	96	101	466	
218	558	60	53	109	562	221	569	66	78	158	468	
241	247	88	354	208	422	312	238	25	268	239	478	
328	546	201	83	125	277	359	530	200	48	81	342	
368	481	167	73	93	378	190	560	174	79	50	507	
296	259	253	138	89	525	331	285	243	78	87	536	
738	142	370	139	39	132	701	117	392	158	20	172	
422	315	280	144	212	187	456	333	292	121	189	169	
298	392	195	292	36	347	115	417	218	333	47	430	
503	85	312	180	206	274	538	84	294	178	207	259	
340	304	239	210	135	332	340	276	267	184	131	362	
446	734	15	149	64	152	446	727	24	146	43	174	
960	0	329	52	5	214	944	19	320	26	20	231	
513	284	353	116	0	294	438	350	355	93	0	324	
478	283	213	211	64	311	494	340	157	209	64	296	
1070	127	84	74	31	174	1056	127	86	71	37	183	
472	146	286	238	52	366	407	187	318	243	16	389	
189	263	346	0	267	495	116	346	435	50	210	403	
332	135	63	238	342	450	147	215	71	278	335	514	
291	64	281	251	160	513	328	64	249	267	144	508	
189	273	260	166	164	508	189	238	212	187	197	537	
739	142	226	63	147	243	743	151	202	62	155	247	
39	532	74	151	265	499	39	505	86	196	233	501	
920	217	181	89	13	140	920	172	195	79	7	187	
413	156	340	342	46	263	442	117	352	347	44	258	
359	304	109	169	80	539	292	370	120	199	89	490	
76	393	74	524	73	420	115	400	77	499	83	386	
254	423	312	125	99	347	215	431	319	132	61	402	
386	525	283	122	4	240	355	505	313	142	0	245	
582	382	105	107	68	316	614	377	130	89	62	288	
617	132	62	60	71	618	630	99	39	60	27	705	
903	197	213	83	57	107	886	217	210	77	62	108	
39	642	82	334	271	192	39	642	77	361	246	195	
335	57	622	119	45	382	408	83	540	116	24	389	
111	416	304	329	16	384	150	397	300	311	21	381	
346	553	21	95	45	500	346	538	20	78	62	516	
314	480	136	192	144	294	314	480	169	222	112	263	
703	323	205	169	51	109	754	291	185	174	43	113	
392	392	204	188	160	224	392	362	159	220	174	253	
440	64	133	270	59	594	346	67	38	268	83	758	
150	232	537	128	84	429	224	225	501	110	73	427	
712	301	77	0	114	356	657	358	52	29	64	400	
862	152	140	5	110	291	836	177	160	8	109	270	
147	273	416	352	0	372	147	266	392	347	2	406	
922	135	121	127	48	207	841	170	158	154	56	181	
188	172	297	28	112	763	152	146	172	32	124	934	
