630	0	0	356	101	473	630	0	0	356	98	476	
0	0	694	351	128	387	0	0	728	316	125	391	
76	144	72	201	84	983	76	144	75	169	90	1006	
0	683	186	63	6	622	0	672	192	63	0	633	
111	352	15	37	28	1017	147	316	15	0	0	1082	
829	122	110	69	17	413	808	146	93	69	17	427	
115	727	45	152	43	478	115	727	20	153	23	522	
77	652	0	65	28	738	39	629	31	66	29	766	
384	55	38	0	140	943	345	28	39	0	147	1001	
220	34	33	472	136	665	220	74	34	411	109	712	
423	302	20	54	118	643	458	293	14	54	114	627	
1045	135	33	58	18	271	1045	152	33	26	18	286	
76	114	426	58	112	774	76	77	451	47	125	784	
724	38	43	97	66	592	724	11	43	76	42	664	
384	39	290	240	0	607	384	0	295	242	0	639	
547	292	47	314	4	356	547	265	47	288	22	391	
509	160	207	352	60	272	504	160	207	333	54	302	
77	410	215	0	59	799	39	337	290	0	61	833	
494	30	281	81	50	624	524	29	274	102	50	581	
364	388	131	142	111	424	364	418	131	139	103	405	
306	180	118	92	88	776	314	207	117	90	85	747	
218	704	48	31	12	547	144	769	48	32	12	555	
327	39	5	38	29	1122	297	39	5	38	30	1151	
650	147	112	71	27	553	614	151	144	71	52	528	
794	115	40	71	66	474	794	93	40	69	66	498	
855	321	148	13	22	201	855	324	142	5	19	215	
111	353	64	262	191	579	111	324	29	263	210	623	
76	197	0	178	42	1067	76	197	0	178	0	1109	
651	136	33	236	80	424	651	136	33	236	80	424	
1168	30	18	1	73	270	1137	32	33	0	82	276	
994	155	0	106	23	282	955	143	12	80	20	350	
405	74	52	70	0	959	396	83	52	70	0	959	
0	77	72	0	39	1372	0	77	72	0	39	1372	
152	0	74	70	34	1230	76	0	76	72	35	1301	
329	0	500	169	22	540	368	0	517	150	3	522	
913	213	111	13	50	260	913	185	118	14	54	276	
431	15	553	215	28	318	431	15	553	215	28	318	
270	32	337	319	42	560	231	32	374	328	45	550	
671	355	125	68	81	260	580	407	152	83	79	259	
670	133	44	278	103	332	670	154	44	279	97	316	
955	37	32	87	116	333	942	37	32	87	123	339	
448	448	72	119	122	351	416	452	72	142	118	360	
974	194	8	5	86	293	974	194	6	5	90	291	
0	578	286	168	189	339	39	539	293	195	184	310	
293	213	401	100	46	507	293	206	401	100	46	514	
0	0	77	396	72	1015	0	0	39	396	72	1053	
243	355	0	83	511	368	276	370	0	81	483	350	
407	0	22	612	79	440	407	0	22	612	79	440	
804	0	234	29	37	456	804	17	234	28	56	421	
115	426	133	16	0	870	115	426	133	0	0	886	
344	318	137	86	173	502	344	318	137	107	164	490	
39	76	377	0	110	958	39	76	377	0	110	958	
321	222	122	0	56	839	321	183	119	0	36	901	
583	656	86	29	6	200	552	663	96	29	6	214	
712	5	264	32	3	544	723	5	242	28	3	559	
319	435	189	216	99	302	319	381	200	229	103	328	
797	48	102	60	74	479	774	26	81	60	97	522	
0	77	77	397	172	837	0	77	39	451	139	854	
446	245	127	58	56	628	446	245	127	58	38	646	
39	388	98	282	83	670	39	355	99	251	139	677	
276	526	241	98	156	263	281	549	230	92	128	280	
692	369	170	16	19	294	692	369	170	16	19	294	
436	107	482	113	4	418	397	69	495	123	4	472	
116	746	55	61	11	571	78	756	90	56	10	570	
480	478	217	44	10	331	441	501	217	36	0	365	
792	197	189	31	26	325	792	214	195	31	24	304	
39	39	370	152	124	836	39	0	371	115	192	843	
819	324	0	143	20	254	819	324	0	129	20	268	
556	606	28	66	4	300	519	632	35	66	6	302	
251	0	329	222	6	752	251	0	329	222	6	752	
557	233	150	45	21	554	526	233	156	45	21	579	
152	170	0	65	102	1071	76	175	37	0	102	1170	
810	50	165	172	60	303	810	50	165	144	53	338	
39	783	15	162	128	433	77	766	29	159	122	407	
251	800	0	197	14	298	251	794	0	194	16	305	
78	148	200	217	3	914	39	151	207	245	35	883	
204	44	33	236	324	719	204	33	32	243	291	757	
486	240	367	17	90	360	546	230	361	31	68	324	
1067	129	83	56	17	208	1067	129	83	56	17	208	
111	325	161	24	454	485	147	324	156	45	418	470	
761	144	285	28	104	238	738	147	285	30	111	249	
531	34	27	152	400	416	531	67	27	152	389	394	
670	533	0	21	87	249	680	526	0	12	88	254	
256	31	429	249	25	570	287	0	399	226	0	648	
565	491	66	168	30	240	533	478	58	182	27	282	
550	30	251	288	229	212	550	61	161	310	245	233	
0	488	143	154	50	725	0	425	203	154	44	734	
0	573	38	73	156	720	39	565	7	70	129	750	
605	360	140	14	0	441	566	375	164	0	5	450	
396	441	0	179	70	474	396	441	31	162	84	446	
502	157	0	75	36	790	465	157	0	75	0	863	
395	10	206	27	212	710	405	9	172	0	220	754	
39	217	199	191	321	593	39	217	229	161	321	593	
78	143	399	21	35	884	78	143	399	0	18	922	
0	0	183	0	0	1377	39	0	140	3	39	1339	
460	585	129	30	21	335	460	591	124	13	39	333	
76	111	72	0	102	1199	76	111	72	0	102	1199	
39	381	316	360	35	429	39	381	287	352	36	465	
111	199	112	185	107	846	111	160	112	188	72	917	
890	339	43	77	38	173	899	345	43	75	27	171	
