34      , -288.558    , array([ 0.207054   ,  42329.6    ])
36      , -288.556    , array([ 0.207054   ,  42372      ])
40      , -288.558    , array([ 0.207054   ,  42329.6    ])
42      , -288.556    , array([ 0.207054   ,  42372      ])
44      , -288.565    , array([ 0.206847   ,  42329.6    ])
46      , -288.444    , array([ 0.204046   ,  46454.8    ])
48      , -288.441    , array([ 0.204046   ,  46501.3    ])
52      , -288.444    , array([ 0.204046   ,  46454.8    ])
54      , -288.441    , array([ 0.204046   ,  46501.3    ])
56      , -288.45     , array([ 0.203842   ,  46454.8    ])
62      , -288.45     , array([ 0.203842   ,  46454.8    ])
64      , -288.444    , array([ 0.204046   ,  46454.8    ])
66      , -288.441    , array([ 0.204046   ,  46501.3    ])
68      , -288.393    , array([ 0.202475   ,  48729.5    ])
74      , -288.393    , array([ 0.202475   ,  48729.5    ])
76      , -288.386    , array([ 0.202678   ,  48729.5    ])
78      , -288.385    , array([ 0.202678   ,  48778.2    ])
80      , -288.375    , array([ 0.202027   ,  49504.3    ])
86      , -288.375    , array([ 0.202027   ,  49504.3    ])
88      , -288.369    , array([ 0.202229   ,  49504.3    ])
90      , -288.367    , array([ 0.202229   ,  49553.8    ])
94      , -288.369    , array([ 0.202229   ,  49504.3    ])
96      , -288.367    , array([ 0.202229   ,  49553.8    ])
98      , -288.375    , array([ 0.202027   ,  49504.3    ])
104     , -288.375    , array([ 0.202027   ,  49504.3    ])
106     , -288.369    , array([ 0.202229   ,  49504.3    ])
108     , -288.367    , array([ 0.202229   ,  49553.8    ])
112     , -288.369    , array([ 0.202229   ,  49504.3    ])
114     , -288.367    , array([ 0.202229   ,  49553.8    ])
116     , -288.375    , array([ 0.202027   ,  49504.3    ])
118     , -288.359    , array([ 0.201978   ,  49943      ])
120     , -288.357    , array([ 0.201978   ,  49993      ])
124     , -288.359    , array([ 0.201978   ,  49943      ])
126     , -288.357    , array([ 0.201978   ,  49993      ])
128     , -288.365    , array([ 0.201776   ,  49943      ])
130     , -288.359    , array([ 0.201978   ,  49943      ])
132     , -288.357    , array([ 0.201978   ,  49993      ])
134     , -288.365    , array([ 0.201776   ,  49943      ])
136     , -288.359    , array([ 0.201978   ,  49943      ])
138     , -288.357    , array([ 0.201978   ,  49993      ])
140     , -288.365    , array([ 0.201776   ,  49943      ])
142     , -288.359    , array([ 0.201978   ,  49943      ])
144     , -288.357    , array([ 0.201978   ,  49993      ])
150     , -288.365    , array([ 0.201776   ,  49943      ])
154     , -288.358    , array([ 0.201946   ,  49998.1    ])
158     , -288.358    , array([ 0.201953   ,  49985.6    ])
160     , -288.358    , array([ 0.201948   ,  49995.7    ])
[-288.3687627239661, array([2.02228656e-01, 4.95042771e+04])]
2       , -412.433    , array([ 0.257752   ,  532.308    ])
4       , -354.831    , array([ 0.629615   ,  854.71     ])
6       , -354.832    , array([ 0.629615   ,  855.565    ])
8       , -297        , array([ 0.192596   ,  46420.7    ])
14      , -297        , array([ 0.192596   ,  46420.7    ])
16      , -296.991    , array([ 0.192789   ,  46420.7    ])
18      , -296.988    , array([ 0.192789   ,  46467.1    ])
22      , -296.991    , array([ 0.192789   ,  46420.7    ])
24      , -296.988    , array([ 0.192789   ,  46467.1    ])
26      , -297        , array([ 0.192596   ,  46420.7    ])
28      , -296.849    , array([ 0.191614   ,  49631.3    ])
30      , -296.846    , array([ 0.191614   ,  49680.9    ])
34      , -296.849    , array([ 0.191614   ,  49631.3    ])
36      , -296.846    , array([ 0.191614   ,  49680.9    ])
38      , -296.856    , array([ 0.191422   ,  49631.3    ])
44      , -296.856    , array([ 0.191422   ,  49631.3    ])
46      , -296.849    , array([ 0.191614   ,  49631.3    ])
48      , -296.846    , array([ 0.191614   ,  49680.9    ])
52      , -296.849    , array([ 0.191614   ,  49631.3    ])
54      , -296.846    , array([ 0.191614   ,  49680.9    ])
56      , -296.856    , array([ 0.191422   ,  49631.3    ])
62      , -296.856    , array([ 0.191422   ,  49631.3    ])
64      , -296.849    , array([ 0.191614   ,  49631.3    ])
66      , -296.846    , array([ 0.191614   ,  49680.9    ])
70      , -296.849    , array([ 0.191614   ,  49631.3    ])
72      , -296.846    , array([ 0.191614   ,  49680.9    ])
74      , -296.856    , array([ 0.191422   ,  49631.3    ])
76      , -296.84     , array([ 0.191453   ,  49915.4    ])
78      , -296.837    , array([ 0.191453   ,  49965.4    ])
82      , -296.84     , array([ 0.191453   ,  49915.4    ])
84      , -296.837    , array([ 0.191453   ,  49965.4    ])
86      , -296.847    , array([ 0.191262   ,  49915.4    ])
92      , -296.847    , array([ 0.191262   ,  49915.4    ])
94      , -296.84     , array([ 0.191453   ,  49915.4    ])
96      , -296.837    , array([ 0.191453   ,  49965.4    ])
98      , -296.847    , array([ 0.191262   ,  49915.4    ])
100     , -296.84     , array([ 0.191453   ,  49915.4    ])
102     , -296.837    , array([ 0.191453   ,  49965.4    ])
104     , -296.847    , array([ 0.191262   ,  49915.4    ])
106     , -296.84     , array([ 0.191453   ,  49915.4    ])
108     , -296.837    , array([ 0.191453   ,  49965.4    ])
110     , -296.847    , array([ 0.191262   ,  49915.4    ])
112     , -296.84     , array([ 0.191453   ,  49915.4    ])
114     , -296.837    , array([ 0.191453   ,  49965.4    ])
116     , -296.847    , array([ 0.191262   ,  49915.4    ])
118     , -296.84     , array([ 0.191453   ,  49915.4    ])
120     , -296.837    , array([ 0.191453   ,  49965.4    ])
126     , -296.84     , array([ 0.191453   ,  49915.4    ])
128     , -296.837    , array([ 0.191453   ,  49965.4    ])
130     , -296.837    , array([ 0.191413   ,  49986.7    ])
134     , -296.838    , array([ 0.191422   ,  49970.3    ])
136     , -296.837    , array([ 0.191415   ,  49983.6    ])
[-296.8487362562955, array([1.91613741e-01, 4.96312667e+04])]
2       , -298.431    , array([ 0.326204   ,  1802.27    ])
4       , -462.707    , array([ 0.800838   ,  2866.22    ])
6       , -462.846    , array([ 0.800838   ,  2869.09    ])
8       , -289.673    , array([ 0.388275   ,  1972.16    ])
10      , -278.541    , array([ 0.280615   ,  6355.88    ])
12      , -278.531    , array([ 0.280615   ,  6362.23    ])
14      , -275.773    , array([ 0.256448   ,  11612.7    ])
16      , -274.943    , array([ 0.228044   ,  19419.4    ])
18      , -274.941    , array([ 0.228044   ,  19438.8    ])
20      , -274.752    , array([ 0.21938    ,  25164.3    ])
22      , -274.728    , array([ 0.214821   ,  28264.3    ])
24      , -274.727    , array([ 0.214821   ,  28292.6    ])
26      , -274.726    , array([ 0.213886   ,  28925.2    ])
28      , -274.726    , array([ 0.214011   ,  28981.7    ])
30      , -274.726    , array([ 0.214011   ,  29010.7    ])
32      , -274.726    , array([ 0.213801   ,  28980.7    ])
34      , -274.726    , array([ 0.214011   ,  28981.7    ])
36      , -274.726    , array([ 0.214011   ,  29010.7    ])
38      , -274.726    , array([ 0.213798   ,  28981.7    ])
40      , -274.726    , array([ 0.214011   ,  28981.7    ])
42      , -274.726    , array([ 0.214011   ,  29010.7    ])
44      , -274.726    , array([ 0.213798   ,  28981.7    ])
46      , -274.726    , array([ 0.214011   ,  28981.7    ])
48      , -274.726    , array([ 0.214011   ,  29010.7    ])
50      , -274.726    , array([ 0.213798   ,  28981.7    ])
52      , -274.726    , array([ 0.214011   ,  28981.7    ])
54      , -274.726    , array([ 0.214011   ,  29010.7    ])
56      , -274.726    , array([ 0.213798   ,  28981.7    ])
58      , -274.726    , array([ 0.214011   ,  28981.7    ])
60      , -274.726    , array([ 0.214011   ,  29010.7    ])
62      , -274.726    , array([ 0.213798   ,  28981.7    ])
64      , -274.726    , array([ 0.214011   ,  28981.7    ])
66      , -274.726    , array([ 0.214011   ,  29010.7    ])
68      , -274.726    , array([ 0.213798   ,  28981.7    ])
70      , -274.726    , array([ 0.214011   ,  28981.7    ])
72      , -274.726    , array([ 0.214011   ,  29010.7    ])
74      , -274.726    , array([ 0.213798   ,  28981.7    ])
76      , -274.726    , array([ 0.214011   ,  28981.7    ])
78      , -274.726    , array([ 0.214011   ,  29010.7    ])
80      , -274.726    , array([ 0.213798   ,  28981.7    ])
82      , -274.726    , array([ 0.214011   ,  28981.7    ])
84      , -274.726    , array([ 0.214011   ,  29010.7    ])
86      , -274.726    , array([ 0.213798   ,  28981.7    ])
88      , -274.726    , array([ 0.214011   ,  28981.7    ])
90      , -274.726    , array([ 0.214011   ,  29010.7    ])
92      , -274.726    , array([ 0.213798   ,  28981.7    ])
94      , -274.726    , array([ 0.214011   ,  28981.7    ])
96      , -274.726    , array([ 0.214011   ,  29010.7    ])
98      , -274.726    , array([ 0.213798   ,  28981.7    ])
100     , -274.726    , array([ 0.214011   ,  28981.7    ])
102     , -274.726    , array([ 0.214011   ,  29010.7    ])
104     , -274.726    , array([ 0.213798   ,  28981.7    ])
106     , -274.726    , array([ 0.214011   ,  28981.7    ])
108     , -274.726    , array([ 0.214011   ,  29010.7    ])
110     , -274.726    , array([ 0.213798   ,  28981.7    ])
112     , -274.726    , array([ 0.214011   ,  28981.7    ])
114     , -274.726    , array([ 0.214011   ,  29010.7    ])
116     , -274.726    , array([ 0.213798   ,  28981.7    ])
118     , -274.726    , array([ 0.214011   ,  28981.7    ])
120     , -274.726    , array([ 0.214011   ,  29010.7    ])
122     , -274.726    , array([ 0.213798   ,  28981.7    ])
124     , -274.726    , array([ 0.214014   ,  28980.7    ])
126     , -274.726    , array([ 0.214012   ,  28981.4    ])
128     , -274.726    , array([ 0.214012   ,  28981.6    ])
130     , -274.726    , array([ 0.214012   ,  28981.7    ])
132     , -274.726    , array([ 0.214011   ,  28981.7    ])
134     , -274.726    , array([ 0.214011   ,  28981.7    ])
[-274.7258420185992, array([2.14011459e-01, 2.89816810e+04])]
2       , -353.008    , array([ 0.386241   ,  790.642    ])
4       , -462.077    , array([ 0.854664   ,  1477.39    ])
6       , -462.183    , array([ 0.854664   ,  1478.87    ])
8       , -341.208    , array([ 0.471626   ,  925.428    ])
10      , -321.876    , array([ 0.368928   ,  2131.83    ])
12      , -321.857    , array([ 0.368928   ,  2133.96    ])
14      , -304.107    , array([ 0.251318   ,  9809.55    ])
16      , -299.959    , array([ 0.220927   ,  21910.7    ])
18      , -299.955    , array([ 0.220927   ,  21932.6    ])
20      , -298.203    , array([ 0.1875     ,  49093.5    ])
26      , -298.203    , array([ 0.1875     ,  49093.5    ])
28      , -298.193    , array([ 0.187688   ,  49093.5    ])
30      , -298.19     , array([ 0.187688   ,  49142.6    ])
34      , -298.193    , array([ 0.187688   ,  49093.5    ])
36      , -298.19     , array([ 0.187688   ,  49142.6    ])
38      , -298.203    , array([ 0.1875     ,  49093.5    ])
44      , -298.203    , array([ 0.1875     ,  49093.5    ])
46      , -298.193    , array([ 0.187688   ,  49093.5    ])
48      , -298.19     , array([ 0.187688   ,  49142.6    ])
52      , -298.193    , array([ 0.187688   ,  49093.5    ])
54      , -298.19     , array([ 0.187688   ,  49142.6    ])
56      , -298.203    , array([ 0.1875     ,  49093.5    ])
62      , -298.203    , array([ 0.1875     ,  49093.5    ])
64      , -298.193    , array([ 0.187688   ,  49093.5    ])
66      , -298.19     , array([ 0.187688   ,  49142.6    ])
70      , -298.193    , array([ 0.187688   ,  49093.5    ])
72      , -298.19     , array([ 0.187688   ,  49142.6    ])
74      , -298.203    , array([ 0.1875     ,  49093.5    ])
76      , -298.174    , array([ 0.187493   ,  49546.9    ])
78      , -298.171    , array([ 0.187493   ,  49596.5    ])
80      , -298.172    , array([ 0.187177   ,  49848.4    ])
82      , -298.158    , array([ 0.18732    ,  49951.4    ])
86      , -298.172    , array([ 0.187177   ,  49848.4    ])
88      , -298.159    , array([ 0.187335   ,  49917      ])
90      , -298.156    , array([ 0.187335   ,  49967      ])
92      , -298.168    , array([ 0.187138   ,  49939.9    ])
94      , -298.158    , array([ 0.187322   ,  49947.5    ])
96      , -298.155    , array([ 0.187322   ,  49997.5    ])
98      , -298.168    , array([ 0.187134   ,  49950.1    ])
100     , -298.158    , array([ 0.187321   ,  49951.1    ])
104     , -298.168    , array([ 0.187133   ,  49951.3    ])
106     , -298.158    , array([ 0.18732    ,  49951.3    ])
110     , -298.168    , array([ 0.187133   ,  49951.4    ])
112     , -298.158    , array([ 0.18732    ,  49951.4    ])
116     , -298.168    , array([ 0.187133   ,  49951.4    ])
118     , -298.158    , array([ 0.18732    ,  49951.4    ])
122     , -298.168    , array([ 0.187133   ,  49951.4    ])
124     , -298.158    , array([ 0.18732    ,  49951.4    ])
128     , -298.168    , array([ 0.187133   ,  49951.4    ])
130     , -298.158    , array([ 0.18732    ,  49951.4    ])
134     , -298.168    , array([ 0.187133   ,  49951.4    ])
136     , -298.158    , array([ 0.18732    ,  49951.4    ])
140     , -298.168    , array([ 0.187133   ,  49951.4    ])
142     , -298.158    , array([ 0.18732    ,  49951.4    ])
146     , -298.168    , array([ 0.187133   ,  49951.4    ])
148     , -298.158    , array([ 0.18732    ,  49951.4    ])
152     , -298.168    , array([ 0.187133   ,  49951.4    ])
160     , -298.174    , array([ 0.187493   ,  49546.9    ])
162     , -298.171    , array([ 0.187493   ,  49596.5    ])
164     , -298.175    , array([ 0.187208   ,  49775.2    ])
166     , -298.161    , array([ 0.187347   ,  49889.7    ])
168     , -298.157    , array([ 0.187347   ,  49939.6    ])
170     , -298.168    , array([ 0.187135   ,  49947      ])
172     , -298.157    , array([ 0.18731    ,  49975.7    ])
[-298.19287001649144, array([1.87687827e-01, 4.90935067e+04])]
2       , -438.547    , array([ 0.234266   ,  1511.25    ])
4       , -454.216    , array([ 0.580712   ,  2357.74    ])
6       , -454.259    , array([ 0.580712   ,  2360.1     ])
8       , -402.044    , array([ 0.363553   ,  1874.77    ])
10      , -363.823    , array([ 0.196946   ,  29397.3    ])
12      , -363.813    , array([ 0.196946   ,  29426.7    ])
16      , -363.823    , array([ 0.196946   ,  29397.3    ])
18      , -363.813    , array([ 0.196946   ,  29426.7    ])
20      , -363.847    , array([ 0.196749   ,  29397.3    ])
22      , -361.284    , array([ 0.196013   ,  41330.5    ])
24      , -361.279    , array([ 0.196013   ,  41371.9    ])
28      , -361.284    , array([ 0.196013   ,  41330.5    ])
30      , -361.279    , array([ 0.196013   ,  41371.9    ])
32      , -361.289    , array([ 0.195817   ,  41330.5    ])
38      , -361.289    , array([ 0.195817   ,  41330.5    ])
40      , -361.284    , array([ 0.196013   ,  41330.5    ])
42      , -361.279    , array([ 0.196013   ,  41371.9    ])
46      , -361.284    , array([ 0.196013   ,  41330.5    ])
48      , -361.279    , array([ 0.196013   ,  41371.9    ])
50      , -361.289    , array([ 0.195817   ,  41330.5    ])
52      , -360.665    , array([ 0.191926   ,  47333.4    ])
54      , -360.66     , array([ 0.191926   ,  47380.7    ])
58      , -360.665    , array([ 0.191926   ,  47333.4    ])
60      , -360.66     , array([ 0.191926   ,  47380.7    ])
62      , -360.669    , array([ 0.191734   ,  47333.4    ])
64      , -360.471    , array([ 0.190596   ,  49499.8    ])
66      , -360.467    , array([ 0.190596   ,  49549.3    ])
70      , -360.471    , array([ 0.190596   ,  49499.8    ])
72      , -360.467    , array([ 0.190596   ,  49549.3    ])
74      , -360.475    , array([ 0.190406   ,  49499.8    ])
80      , -360.475    , array([ 0.190406   ,  49499.8    ])
82      , -360.471    , array([ 0.190596   ,  49499.8    ])
84      , -360.467    , array([ 0.190596   ,  49549.3    ])
88      , -360.471    , array([ 0.190596   ,  49499.8    ])
90      , -360.467    , array([ 0.190596   ,  49549.3    ])
92      , -360.475    , array([ 0.190406   ,  49499.8    ])
98      , -360.475    , array([ 0.190406   ,  49499.8    ])
100     , -360.471    , array([ 0.190596   ,  49499.8    ])
102     , -360.467    , array([ 0.190596   ,  49549.3    ])
106     , -360.471    , array([ 0.190596   ,  49499.8    ])
108     , -360.467    , array([ 0.190596   ,  49549.3    ])
110     , -360.475    , array([ 0.190406   ,  49499.8    ])
116     , -360.475    , array([ 0.190406   ,  49499.8    ])
118     , -360.471    , array([ 0.190596   ,  49499.8    ])
120     , -360.467    , array([ 0.190596   ,  49549.3    ])
122     , -360.45     , array([ 0.190226   ,  49801.6    ])
128     , -360.45     , array([ 0.190226   ,  49801.6    ])
130     , -360.446    , array([ 0.190416   ,  49801.6    ])
132     , -360.441    , array([ 0.190416   ,  49851.4    ])
134     , -360.441    , array([ 0.190166   ,  49901.5    ])
136     , -360.431    , array([ 0.190317   ,  49967.6    ])
140     , -360.441    , array([ 0.190166   ,  49901.5    ])
142     , -360.433    , array([ 0.19033    ,  49945.6    ])
144     , -360.428    , array([ 0.19033    ,  49995.6    ])
146     , -360.436    , array([ 0.190131   ,  49960.3    ])
148     , -360.432    , array([ 0.190318   ,  49966.1    ])
152     , -360.435    , array([ 0.190127   ,  49967.3    ])
154     , -360.431    , array([ 0.190317   ,  49967.6    ])
158     , -360.435    , array([ 0.190127   ,  49967.6    ])
160     , -360.431    , array([ 0.190317   ,  49967.6    ])
164     , -360.435    , array([ 0.190127   ,  49967.6    ])
166     , -360.431    , array([ 0.190317   ,  49967.6    ])
170     , -360.435    , array([ 0.190127   ,  49967.6    ])
172     , -360.431    , array([ 0.190317   ,  49967.6    ])
176     , -360.435    , array([ 0.190127   ,  49967.6    ])
178     , -360.431    , array([ 0.190317   ,  49967.6    ])
182     , -360.435    , array([ 0.190127   ,  49967.6    ])
184     , -360.431    , array([ 0.190317   ,  49967.6    ])
188     , -360.435    , array([ 0.190127   ,  49967.6    ])
190     , -360.431    , array([ 0.190317   ,  49967.6    ])
194     , -360.435    , array([ 0.190127   ,  49967.6    ])
196     , -360.431    , array([ 0.190317   ,  49967.6    ])
200     , -360.435    , array([ 0.190127   ,  49967.6    ])
202     , -360.431    , array([ 0.190317   ,  49967.6    ])
206     , -360.435    , array([ 0.190127   ,  49967.6    ])
208     , -360.431    , array([ 0.190317   ,  49967.6    ])
218     , -360.45     , array([ 0.190226   ,  49801.6    ])
220     , -360.433    , array([ 0.190326   ,  49953.1    ])
224     , -360.436    , array([ 0.190347   ,  49917.7    ])
226     , -360.433    , array([ 0.19033    ,  49946.4    ])
[-360.47137204419874, array([1.90596442e-01, 4.94997702e+04])]
2       , -329.648    , array([ 0.313516   ,  1609.26    ])
4       , -421.574    , array([ 0.76878    ,  2565.1     ])
6       , -421.668    , array([ 0.76878    ,  2567.66    ])
8       , -308.647    , array([ 0.416254   ,  1865.01    ])
10      , -282.964    , array([ 0.258683   ,  11421.5    ])
12      , -282.95     , array([ 0.258683   ,  11432.9    ])
14      , -276.963    , array([ 0.238351   ,  26208.4    ])
20      , -276.963    , array([ 0.238351   ,  26208.4    ])
22      , -276.967    , array([ 0.238589   ,  26208.4    ])
24      , -276.963    , array([ 0.238589   ,  26234.7    ])
26      , -275.088    , array([ 0.213434   ,  44037.5    ])
32      , -275.088    , array([ 0.213434   ,  44037.5    ])
34      , -275.084    , array([ 0.213647   ,  44037.5    ])
36      , -275.08     , array([ 0.213647   ,  44081.6    ])
40      , -275.084    , array([ 0.213647   ,  44037.5    ])
42      , -275.08     , array([ 0.213647   ,  44081.6    ])
44      , -275.088    , array([ 0.213434   ,  44037.5    ])
50      , -275.088    , array([ 0.213434   ,  44037.5    ])
52      , -275.084    , array([ 0.213647   ,  44037.5    ])
54      , -275.08     , array([ 0.213647   ,  44081.6    ])
58      , -275.084    , array([ 0.213647   ,  44037.5    ])
60      , -275.08     , array([ 0.213647   ,  44081.6    ])
62      , -275.088    , array([ 0.213434   ,  44037.5    ])
64      , -274.894    , array([ 0.211321   ,  47020.2    ])
66      , -274.891    , array([ 0.211321   ,  47067.2    ])
68      , -274.779    , array([ 0.20959    ,  49098.5    ])
70      , -274.735    , array([ 0.209285   ,  49825.9    ])
72      , -274.731    , array([ 0.209285   ,  49875.7    ])
76      , -274.735    , array([ 0.209285   ,  49825.9    ])
78      , -274.731    , array([ 0.209285   ,  49875.7    ])
80      , -274.739    , array([ 0.209076   ,  49825.9    ])
82      , -274.728    , array([ 0.209197   ,  49950.6    ])
86      , -274.739    , array([ 0.209076   ,  49825.9    ])
88      , -274.73     , array([ 0.209227   ,  49909      ])
90      , -274.727    , array([ 0.209227   ,  49958.9    ])
92      , -274.733    , array([ 0.208998   ,  49936.7    ])
94      , -274.728    , array([ 0.209201   ,  49946      ])
96      , -274.725    , array([ 0.209201   ,  49995.9    ])
98      , -274.733    , array([ 0.208989   ,  49949      ])
100     , -274.728    , array([ 0.209198   ,  49950.1    ])
104     , -274.733    , array([ 0.208988   ,  49950.5    ])
106     , -274.728    , array([ 0.209198   ,  49950.6    ])
110     , -274.733    , array([ 0.208988   ,  49950.6    ])
112     , -274.728    , array([ 0.209197   ,  49950.6    ])
116     , -274.733    , array([ 0.208988   ,  49950.6    ])
118     , -274.728    , array([ 0.209197   ,  49950.6    ])
122     , -274.733    , array([ 0.208988   ,  49950.6    ])
124     , -274.728    , array([ 0.209197   ,  49950.6    ])
128     , -274.733    , array([ 0.208988   ,  49950.6    ])
130     , -274.728    , array([ 0.209197   ,  49950.6    ])
134     , -274.733    , array([ 0.208988   ,  49950.6    ])
136     , -274.728    , array([ 0.209197   ,  49950.6    ])
140     , -274.733    , array([ 0.208988   ,  49950.6    ])
142     , -274.728    , array([ 0.209197   ,  49950.6    ])
146     , -274.733    , array([ 0.208988   ,  49950.6    ])
148     , -274.728    , array([ 0.209197   ,  49950.6    ])
152     , -274.733    , array([ 0.208988   ,  49950.6    ])
158     , -274.894    , array([ 0.211321   ,  47020.1    ])
160     , -274.891    , array([ 0.211321   ,  47067.2    ])
162     , -274.808    , array([ 0.209957   ,  48586.4    ])
164     , -274.759    , array([ 0.209593   ,  49388.9    ])
166     , -274.755    , array([ 0.209593   ,  49438.3    ])
168     , -274.741    , array([ 0.209097   ,  49795.2    ])
170     , -274.726    , array([ 0.209163   ,  49999.5    ])
174     , -274.728    , array([ 0.209197   ,  49951.6    ])
[-275.0839141826317, array([2.13647280e-01, 4.40375474e+04])]
2       , -436.775    , array([ 0.172143   ,  674.394    ])
4       , -325.109    , array([ 0.434216   ,  1013.49    ])
6       , -325.075    , array([ 0.434216   ,  1014.51    ])
10      , -325.109    , array([ 0.434216   ,  1013.5     ])
12      , -325.075    , array([ 0.434216   ,  1014.51    ])
14      , -325.134    , array([ 0.43378    ,  1013.53    ])
16      , -289.866    , array([ 0.214191   ,  49479.1    ])
18      , -289.872    , array([ 0.214191   ,  49528.6    ])
22      , -289.866    , array([ 0.214191   ,  49479.1    ])
24      , -289.872    , array([ 0.214191   ,  49528.6    ])
26      , -289.828    , array([ 0.213977   ,  49479.1    ])
32      , -289.828    , array([ 0.213977   ,  49479.1    ])
34      , -289.866    , array([ 0.214191   ,  49479.1    ])
36      , -289.872    , array([ 0.214191   ,  49528.6    ])
40      , -289.866    , array([ 0.214191   ,  49479.1    ])
42      , -289.872    , array([ 0.214191   ,  49528.6    ])
44      , -289.828    , array([ 0.213977   ,  49479.1    ])
50      , -289.828    , array([ 0.213977   ,  49479.1    ])
52      , -289.866    , array([ 0.214191   ,  49479.1    ])
54      , -289.872    , array([ 0.214191   ,  49528.6    ])
58      , -289.866    , array([ 0.214191   ,  49479.1    ])
60      , -289.872    , array([ 0.214191   ,  49528.6    ])
62      , -289.828    , array([ 0.213977   ,  49479.1    ])
68      , -289.828    , array([ 0.213977   ,  49479.1    ])
70      , -289.866    , array([ 0.214191   ,  49479.1    ])
72      , -289.872    , array([ 0.214191   ,  49528.6    ])
